recall,precision
1.0,0.22670596236681026
1.0,0.22673166307674866
1.0,0.22675736961451248
1.0,0.22678308198208413
1.0,0.22680880018144703
1.0,0.22683452421458547
1.0,0.22686025408348456
1.0,0.22688598979013047
1.0,0.2269117313365101
1.0,0.22693747872461137
1.0,0.22696323195642307
1.0,0.22698899103393486
1.0,0.22701475595913734
1.0,0.22704052673402203
1.0,0.22706630336058128
1.0,0.22709208584080845
1.0,0.2271178741766977
1.0,0.2271436683702442
1.0,0.22716946842344388
1.0,0.22719527433829376
1.0,0.22722108611679165
1.0,0.22724690376093626
1.0,0.22727272727272727
1.0,0.22729855665416523
1.0,0.22732439190725165
1.0,0.22735023303398885
1.0,0.22737608003638018
1.0,0.2274019329164298
1.0,0.22742779167614283
1.0,0.22745365631752532
1.0,0.22747952684258416
1.0,0.22750540325332727
1.0,0.22753128555176336
1.0,0.22755717373990214
1.0,0.2275830678197542
1.0,0.22760896779333106
1.0,0.22763487366264512
1.0,0.22766078542970974
1.0,0.22768670309653916
1.0,0.22771262666514858
1.0,0.2277385561375541
1.0,0.2277644915157727
1.0,0.22779043280182232
1.0,0.22781637999772184
1.0,0.227842333105491
1.0,0.2278682921271505
1.0,0.22789425706472197
1.0,0.22792022792022792
1.0,0.22794620469569182
1.0,0.22797218739313804
1.0,0.22799817601459188
1.0,0.22802417056207958
1.0,0.22805017103762829
1.0,0.22807617744326605
1.0,0.2281021897810219
1.0,0.22812820805292575
1.0,0.22815423226100845
1.0,0.22818026240730177
1.0,0.22820629849383842
1.0,0.22823234052265207
1.0,0.22825838849577723
1.0,0.2282844424152494
1.0,0.228310502283105
1.0,0.22833656810138145
1.0,0.2283626398721169
1.0,0.2283887175973507
1.0,0.2284148012791229
1.0,0.2284408909194746
1.0,0.2284669865204478
1.0,0.22849308808408544
1.0,0.22851919561243145
1.0,0.22854530910753057
1.0,0.22857142857142856
1.0,0.22859755400617213
1.0,0.22862368541380887
1.0,0.22864982279638732
1.0,0.228675966155957
1.0,0.22870211549456831
1.0,0.22872827081427263
1.0,0.22875443211712226
1.0,0.22878059940517045
1.0,0.22880677268047134
1.0,0.2288329519450801
1.0,0.22885913720105275
1.0,0.22888532845044632
1.0,0.22891152569531875
1.0,0.22893772893772893
1.0,0.2289639381797367
1.0,0.2289901534234028
1.0,0.22901637467078897
1.0,0.22904260192395787
1.0,0.2290688351849731
1.0,0.2290950744558992
1.0,0.2291213197388017
1.0,0.229147571035747
1.0,0.22917382834880257
1.0,0.22920009168003666
1.0,0.22922636103151864
1.0,0.22925263640531865
1.0,0.22927891780350798
1.0,0.22930520522815867
1.0,0.2293314986813439
1.0,0.22935779816513763
1.0,0.22938410368161485
1.0,0.22941041523285158
1.0,0.22943673282092464
1.0,0.22946305644791187
1.0,0.22948938611589215
1.0,0.22951572182694516
1.0,0.2295420635831516
1.0,0.2295684113865932
1.0,0.22959476523935254
1.0,0.2296211251435132
1.0,0.22964749110115973
1.0,0.2296738631143776
1.0,0.22970024118525326
1.0,0.22972662531587412
1.0,0.22975301550832855
1.0,0.22977941176470587
1.0,0.2298058140870964
1.0,0.22983222247759136
1.0,0.22985863693828296
1.0,0.22988505747126436
1.0,0.22991148407862974
1.0,0.22993791676247413
1.0,0.22996435552489364
1.0,0.22999080036798528
1.0,0.23001725129384704
1.0,0.23004370830457788
1.0,0.2300701714022777
1.0,0.2300966405890474
1.0,0.23012311586698883
1.0,0.23014959723820483
1.0,0.23017608470479917
1.0,0.2302025782688766
1.0,0.23022907793254288
1.0,0.23025558369790466
1.0,0.23028209556706966
1.0,0.2303086135421465
1.0,0.23033513762524474
1.0,0.230361667818475
1.0,0.23038820412394886
1.0,0.2304147465437788
1.0,0.23044129508007835
1.0,0.23046784973496198
1.0,0.23049441051054512
1.0,0.23052097740894423
1.0,0.23054755043227665
1.0,0.23057412958266083
1.0,0.23060071486221606
1.0,0.23062730627306274
1.0,0.23065390381732212
1.0,0.2306805074971165
1.0,0.23070711731456917
1.0,0.23073373327180433
1.0,0.23076035537094727
1.0,0.23078698361412417
1.0,0.2308136180034622
1.0,0.23084025854108955
1.0,0.23086690522913542
1.0,0.23089355806972986
1.0,0.23092021706500404
1.0,0.23094688221709006
1.0,0.23097355352812102
1.0,0.231000231000231
1.0,0.23102691463555505
1.0,0.23105360443622922
1.0,0.23108030040439054
1.0,0.23110700254217703
1.0,0.23113371085172774
1.0,0.2311604253351826
1.0,0.2311871459946827
1.0,0.23121387283236994
1.0,0.23124060585038733
1.0,0.23126734505087881
1.0,0.23129409043598936
1.0,0.2313208420078649
1.0,0.2313475997686524
1.0,0.23137436372049977
1.0,0.23140113386555594
1.0,0.23142791020597084
1.0,0.23145469274389538
1.0,0.23148148148148148
1.0,0.23150827642088204
1.0,0.23153507756425099
1.0,0.2315618849137432
1.0,0.2315886984715146
1.0,0.23161551823972207
1.0,0.23164234422052352
1.0,0.23166917641607784
1.0,0.23169601482854496
1.0,0.23172285946008575
1.0,0.23174971031286212
1.0,0.23177656738903696
1.0,0.23180343069077422
1.0,0.2318303002202388
1.0,0.23185717597959657
1.0,0.2318840579710145
1.0,0.23191094619666047
1.0,0.23193784065870346
1.0,0.2319647413593134
1.0,0.23199164830066119
1.0,0.23201856148491878
1.0,0.2320454809142592
1.0,0.23207240659085634
1.0,0.23209933851688522
1.0,0.23212627669452182
1.0,0.2321532211259431
1.0,0.23218017181332715
1.0,0.2322071287588529
1.0,0.2322340919647004
1.0,0.23226106143305075
1.0,0.23228803716608595
1.0,0.23231501916598907
1.0,0.23234200743494424
1.0,0.23236900197513652
1.0,0.23239600278875203
1.0,0.23242300987797793
1.0,0.23245002324500233
1.0,0.2324770428920144
1.0,0.23250406882120436
1.0,0.2325311010347634
1.0,0.23255813953488372
1.0,0.23258518432375858
1.0,0.23261223540358222
1.0,0.23263929277654996
1.0,0.23266635644485809
1.0,0.2326934264107039
1.0,0.23272050267628577
1.0,0.2327475852438031
1.0,0.23277467411545624
1.0,0.23280176929344662
1.0,0.23282887077997672
1.0,0.23285597857724996
1.0,0.2328830926874709
1.0,0.232910213112845
1.0,0.23293733985557885
1.0,0.23296447291788003
1.0,0.23299161230195714
1.0,0.2330187580100198
1.0,0.23304591004427871
1.0,0.23307306840694558
1.0,0.2331002331002331
1.0,0.23312740412635505
1.0,0.23315458148752624
1.0,0.23318176518596245
1.0,0.2332089552238806
1.0,0.23323615160349853
1.0,0.2332633543270352
1.0,0.23329056339671062
1.0,0.2333177788147457
1.0,0.2333450005833625
1.0,0.23337222870478413
1.0,0.2333994631812347
1.0,0.2334267040149393
1.0,0.2334539512081242
1.0,0.23348120476301656
1.0,0.23350846468184472
1.0,0.23353573096683794
1.0,0.23356300362022656
1.0,0.233590282644242
1.0,0.2336175680411167
1.0,0.2336448598130841
1.0,0.23367215796237878
1.0,0.23369946249123627
1.0,0.23372677340189318
1.0,0.2337540906965872
1.0,0.23378141437755698
1.0,0.23380874444704233
1.0,0.233836080907284
1.0,0.23386342376052385
1.0,0.2338907730090048
1.0,0.23391812865497075
1.0,0.23394549070066675
1.0,0.2339728591483388
1.0,0.234000234000234
1.0,0.23402761525860052
1.0,0.23405500292568754
1.0,0.2340823970037453
1.0,0.23410979749502517
1.0,0.23413720440177943
1.0,0.23416461772626157
1.0,0.234192037470726
1.0,0.23421946363742827
1.0,0.23424689622862496
1.0,0.23427433524657373
1.0,0.23430178069353327
1.0,0.23432923257176333
1.0,0.23435669088352473
1.0,0.23438415563107934
1.0,0.23441162681669012
1.0,0.23443910444262103
1.0,0.23446658851113716
1.0,0.23449407902450464
1.0,0.23452157598499063
1.0,0.23454907939486339
1.0,0.23457658925639222
1.0,0.23460410557184752
1.0,0.2346316283435007
1.0,0.23465915757362432
1.0,0.2346866932644919
1.0,0.23471423541837813
1.0,0.2347417840375587
1.0,0.23476933912431036
1.0,0.23479690068091102
1.0,0.23482446870963955
1.0,0.23485204321277595
1.0,0.2348796241926013
1.0,0.2349072116513977
1.0,0.2349348055914484
1.0,0.2349624060150376
1.0,0.2349900129244507
1.0,0.23501762632197415
1.0,0.2350452462098954
1.0,0.23507287259050305
1.0,0.23510050546608674
1.0,0.2351281448389372
1.0,0.23515579071134626
1.0,0.23518344308560676
1.0,0.2352111019640127
1.0,0.2352387673488591
1.0,0.23526643924244206
1.0,0.23529411764705882
1.0,0.23532180256500765
1.0,0.2353494939985879
1.0,0.23537719195010004
1.0,0.23540489642184556
1.0,0.23543260741612712
1.0,0.2354603249352484
1.0,0.23548804898151418
1.0,0.23551577955723033
1.0,0.2355435166647038
1.0,0.23557126030624265
1.0,0.23559901048415596
1.0,0.235626767200754
1.0,0.23565453045834805
1.0,0.23568230025925052
1.0,0.2357100766057749
1.0,0.23573785950023574
1.0,0.23576564894494872
1.0,0.23579344494223062
1.0,0.23582124749439926
1.0,0.2358490566037736
1.0,0.23587687227267368
1.0,0.2359046945034206
1.0,0.23593252329833667
1.0,0.23596035865974516
1.0,0.2359882005899705
1.0,0.23601604909133822
1.0,0.2360439041661749
1.0,0.2360717658168083
1.0,0.23609963404556722
1.0,0.2361275088547816
1.0,0.2361553902467824
1.0,0.23618327822390175
1.0,0.2362111727884729
1.0,0.23623907394283014
1.0,0.23626698168930893
1.0,0.23629489603024575
1.0,0.23632281696797827
1.0,0.2363507445048452
1.0,0.23637867864318637
1.0,0.2364066193853428
1.0,0.23643456673365645
1.0,0.23646252069047055
1.0,0.23649048125812935
1.0,0.23651844843897823
1.0,0.23654642223536368
1.0,0.2365744026496333
1.0,0.2366023896841358
1.0,0.23663038334122102
1.0,0.23665838362323985
1.0,0.23668639053254437
1.0,0.23671440407148775
1.0,0.23674242424242425
1.0,0.23677045104770925
1.0,0.23679848448969926
1.0,0.23682652457075193
1.0,0.23685457129322596
1.0,0.23688262465948123
1.0,0.2369106846718787
1.0,0.23693875133278047
1.0,0.23696682464454977
1.0,0.2369949046095509
1.0,0.23702299123014933
1.0,0.23705108450871162
1.0,0.2370791844476055
1.0,0.23710729104919975
1.0,0.23713540431586436
1.0,0.23716352424997036
1.0,0.23719165085388993
1.0,0.23721978412999645
1.0,0.2372479240806643
1.0,0.23727607070826906
1.0,0.23730422401518747
1.0,0.23733238400379733
1.0,0.23736055067647757
1.0,0.23738872403560832
1.0,0.23741690408357075
1.0,0.23744509082274723
1.0,0.23747328425552125
1.0,0.2375014843842774
1.0,0.2375296912114014
1.0,0.2375579047392802
1.0,0.23758612497030174
1.0,0.23761435190685518
1.0,0.2376425855513308
1.0,0.23767082590612001
1.0,0.2376990729736154
1.0,0.23772732675621064
1.0,0.23775558725630053
1.0,0.23778385447628106
1.0,0.23781212841854935
1.0,0.23784040908550363
1.0,0.23786869647954328
1.0,0.23789699060306888
1.0,0.23792529145848204
1.0,0.2379535990481856
1.0,0.23798191337458352
1.0,0.23801023444008093
1.0,0.23803856224708403
1.0,0.23806689679800025
1.0,0.23809523809523808
1.0,0.2381235861412073
1.0,0.23815194093831865
1.0,0.23818030248898417
1.0,0.23820867079561697
1.0,0.23823704586063132
1.0,0.2382654276864427
1.0,0.23829381627546764
1.0,0.23832221163012393
1.0,0.23835061375283043
1.0,0.23837902264600716
1.0,0.23840743831207534
1.0,0.23843586075345732
1.0,0.2384642899725766
1.0,0.23849272597185786
1.0,0.2385211687537269
1.0,0.2385496183206107
1.0,0.23857807467493738
1.0,0.23860653781913624
1.0,0.23863500775563776
1.0,0.2386634844868735
1.0,0.23869196801527628
1.0,0.23872045834328
1.0,0.2387489554733198
1.0,0.2387774594078319
1.0,0.23880597014925373
1.0,0.23883448770002388
1.0,0.23886301206258212
1.0,0.23889154323936931
1.0,0.23892008123282762
1.0,0.23894862604540024
1.0,0.2389771776795316
1.0,0.2390057361376673
1.0,0.2390343014222541
1.0,0.2390628735357399
1.0,0.2390914524805738
1.0,0.2391200382592061
1.0,0.23914863087408825
1.0,0.2391772303276728
1.0,0.2392058366224136
1.0,0.23923444976076555
1.0,0.23926306974518483
1.0,0.23929169657812874
1.0,0.23932033026205576
1.0,0.23934897079942558
1.0,0.23937761819269898
1.0,0.23940627244433804
1.0,0.23943493355680595
1.0,0.23946360153256704
1.0,0.23949227637408693
1.0,0.23952095808383234
1.0,0.23954964666427117
1.0,0.23957834211787254
1.0,0.23960704444710673
1.0,0.23963575365444525
1.0,0.2396644697423607
1.0,0.23969319271332695
1.0,0.239721922569819
1.0,0.2397506593143131
1.0,0.23977940294928665
1.0,0.23980815347721823
1.0,0.2398369109005876
1.0,0.23986567522187574
1.0,0.23989444644356483
1.0,0.2399232245681382
1.0,0.23995200959808038
1.0,0.23998080153587714
1.0,0.24000960038401536
1.0,0.2400384061449832
1.0,0.24006721882126997
1.0,0.24009603841536614
1.0,0.24012486492976348
1.0,0.24015369836695485
1.0,0.24018253872943437
1.0,0.24021138601969733
1.0,0.24024024024024024
1.0,0.24026910139356078
1.0,0.24029796948215787
1.0,0.2403268445085316
1.0,0.24035572647518327
1.0,0.2403846153846154
1.0,0.24041351123933166
1.0,0.24044241404183697
1.0,0.24047132379463748
1.0,0.2405002405002405
1.0,0.24052916416115455
1.0,0.24055809477988935
1.0,0.24058703235895584
1.0,0.24061597690086622
1.0,0.24064492840813378
1.0,0.24067388688327315
1.0,0.2407028523288001
1.0,0.2407318247472316
1.0,0.24076080414108583
1.0,0.24078979051288224
1.0,0.2408187838651415
1.0,0.24084778420038536
1.0,0.24087679152113695
1.0,0.2409058058299205
1.0,0.24093482712926154
1.0,0.24096385542168675
1.0,0.24099289070972407
1.0,0.24102193299590263
1.0,0.2410509822827528
1.0,0.24108003857280616
1.0,0.24110910186859555
1.0,0.24113817217265493
1.0,0.2411672494875196
1.0,0.241196333815726
1.0,0.24122542515981185
1.0,0.24125452352231605
1.0,0.24128362890577873
1.0,0.2413127413127413
1.0,0.24134186074574634
1.0,0.24137098720733768
1.0,0.24140012070006034
1.0,0.24142926122646063
1.0,0.2414584087890861
1.0,0.24148756339048538
1.0,0.24151672503320856
1.0,0.24154589371980675
1.0,0.24157506945283247
1.0,0.24160425223483933
1.0,0.24163344206838228
1.0,0.2416626389560174
1.0,0.24169184290030213
1.0,0.24172105390379503
1.0,0.24175027196905596
1.0,0.24177949709864605
1.0,0.24180872929512756
1.0,0.2418379685610641
1.0,0.24186721489902044
1.0,0.24189646831156264
1.0,0.241925728801258
1.0,0.24195499637067505
1.0,0.24198427102238354
1.0,0.2420135527589545
1.0,0.2420428415829602
1.0,0.2420721374969741
1.0,0.242101440503571
1.0,0.24213075060532688
1.0,0.242160067804819
1.0,0.2421893921046258
1.0,0.24221872350732712
1.0,0.24224806201550386
1.0,0.24227740763173833
1.0,0.242306760358614
1.0,0.24233612019871562
1.0,0.2423654871546292
1.0,0.24239486122894194
1.0,0.24242424242424243
1.0,0.24245363074312037
1.0,0.24248302618816683
1.0,0.24251242876197404
1.0,0.2425418384671356
1.0,0.2425712553062462
1.0,0.242600679281902
1.0,0.24263011039670024
1.0,0.2426595486532395
1.0,0.24268899405411964
1.0,0.24271844660194175
1.0,0.24274790629930817
1.0,0.24277737314882253
1.0,0.24280684715308973
1.0,0.24283632831471588
1.0,0.24286581663630843
1.0,0.24289531212047608
1.0,0.24292481476982875
1.0,0.24295432458697766
1.0,0.2429838415745353
1.0,0.24301336573511542
1.0,0.24304289707133309
1.0,0.24307243558580457
1.0,0.24310198128114743
1.0,0.24313153415998054
1.0,0.24316109422492402
1.0,0.24319066147859922
1.0,0.24322023592362885
1.0,0.24324981756263683
1.0,0.24327940639824838
1.0,0.24330900243309003
1.0,0.24333860566978952
1.0,0.2433682161109759
1.0,0.24339783375927954
1.0,0.24342745861733203
1.0,0.24345709068776628
1.0,0.24348672997321646
1.0,0.24351637647631802
1.0,0.24354603019970775
1.0,0.24357569114602362
1.0,0.243605359317905
1.0,0.24363503471799244
1.0,0.24366471734892786
1.0,0.24369440721335445
1.0,0.24372410431391664
1.0,0.2437538086532602
1.0,0.24378352023403219
1.0,0.2438132390588809
1.0,0.24384296513045597
1.0,0.24387269845140835
1.0,0.24390243902439024
1.0,0.24393218685205512
1.0,0.2439619419370578
1.0,0.2439917042820544
1.0,0.2440214738897023
1.0,0.24405125076266015
1.0,0.24408103490358798
1.0,0.24411082631514708
1.0,0.244140625
1.0,0.24417043096081065
1.0,0.2442002442002442
1.0,0.24423006472096714
1.0,0.24425989252564728
1.0,0.2442897276169537
1.0,0.2443195699975568
1.0,0.24434941967012827
1.0,0.24437927663734116
1.0,0.24440914090186974
1.0,0.24443901246638963
1.0,0.2444688913335778
1.0,0.24449877750611246
1.0,0.2445286709866732
1.0,0.24455857177794083
1.0,0.24458847988259752
1.0,0.2446183953033268
1.0,0.24464831804281345
1.0,0.24467824810374358
1.0,0.2447081854888046
1.0,0.24473813020068527
1.0,0.24476808224207564
1.0,0.24479804161566707
1.0,0.24482800832415227
1.0,0.24485798237022527
1.0,0.24488796375658137
1.0,0.24491795248591722
1.0,0.2449479485609308
1.0,0.2449779519843214
1.0,0.24500796275878967
1.0,0.2450379808870375
1.0,0.24506800637176818
1.0,0.24509803921568626
1.0,0.24512807942149772
1.0,0.24515812699190978
1.0,0.245188181929631
1.0,0.24521824423737126
1.0,0.24524831391784183
1.0,0.2452783909737552
1.0,0.24530847540782533
1.0,0.24533856722276742
1.0,0.245368666421298
1.0,0.24539877300613497
1.0,0.24542888697999754
1.0,0.24545900834560627
1.0,0.24548913710568307
1.0,0.24551927326295114
1.0,0.24554941682013506
1.0,0.2455795677799607
1.0,0.24560972614515536
1.0,0.24563989191844757
1.0,0.24567006510256725
1.0,0.2457002457002457
1.0,0.24573043371421552
1.0,0.2457606291472106
1.0,0.24579083200196633
1.0,0.24582104228121926
1.0,0.24585125998770743
1.0,0.24588148512417016
1.0,0.24591171769334808
1.0,0.24594195769798327
1.0,0.24597220514081908
1.0,0.24600246002460024
1.0,0.24603272235207282
1.0,0.24606299212598426
1.0,0.2460932693490833
1.0,0.24612355402412012
1.0,0.24615384615384617
1.0,0.24618414574101427
1.0,0.24621445278837867
1.0,0.2462447672986949
1.0,0.24627508927471986
1.0,0.24630541871921183
1.0,0.2463357556349304
1.0,0.2463661000246366
1.0,0.24639645189109277
1.0,0.2464268112370626
1.0,0.24645717806531114
1.0,0.24648755237860487
1.0,0.24651793417971157
1.0,0.2465483234714004
1.0,0.24657872025644187
1.0,0.2466091245376079
1.0,0.24663953631767171
1.0,0.246669955599408
1.0,0.2467003823855927
1.0,0.2467308166790032
1.0,0.24676125848241826
1.0,0.24679170779861798
1.0,0.2468221646303838
1.0,0.24685262898049865
1.0,0.2468831008517467
1.0,0.24691358024691357
1.0,0.24694406716878628
1.0,0.24697456162015313
1.0,0.24700506360380386
1.0,0.24703557312252963
1.0,0.24706609017912293
1.0,0.24709661477637757
1.0,0.24712714691708884
1.0,0.24715768660405338
1.0,0.24718823384006922
1.0,0.24721878862793573
1.0,0.2472493509704537
1.0,0.24727992087042533
1.0,0.24731049833065413
1.0,0.24734108335394508
1.0,0.24737167594310452
1.0,0.24740227610094012
1.0,0.24743288383026105
1.0,0.24746349913387775
1.0,0.24749412201460216
1.0,0.24752475247524752
1.0,0.24755539051862854
1.0,0.24758603614756128
1.0,0.2476166893648632
1.0,0.24764735017335315
1.0,0.2476780185758514
1.0,0.24770869457517958
1.0,0.24773937817416078
1.0,0.24777006937561943
1.0,0.24780076818238136
1.0,0.24783147459727387
1.0,0.24786218862312553
1.0,0.2478929102627665
1.0,0.24792363951902813
1.0,0.24795437639474338
1.0,0.24798512089274644
1.0,0.24801587301587302
1.0,0.24804663276696018
1.0,0.24807740014884644
1.0,0.24810817516437167
1.0,0.24813895781637718
1.0,0.24816974810770567
1.0,0.2482005460412013
1.0,0.24823135161970958
1.0,0.24826216484607747
1.0,0.2482929857231533
1.0,0.24832381425378694
1.0,0.2483546504408295
1.0,0.24838549428713363
1.0,0.24841634579555336
1.0,0.2484472049689441
1.0,0.24847807181016277
1.0,0.2485089463220676
1.0,0.24853982850751832
1.0,0.24857071836937608
1.0,0.24860161591050342
1.0,0.2486325211337643
1.0,0.24866343404202412
1.0,0.2486943546381497
1.0,0.24872528292500934
1.0,0.24875621890547264
1.0,0.24878716258241074
1.0,0.24881811395869619
1.0,0.24884907303720294
1.0,0.24888003982080636
1.0,0.24891101431238333
1.0,0.24894199651481205
1.0,0.24897298643097224
1.0,0.24900398406374502
1.0,0.24903498941601296
1.0,0.24906600249066002
1.0,0.24909702329057168
1.0,0.2491280518186348
1.0,0.24915908807773762
1.0,0.24919013207077
1.0,0.24922118380062305
1.0,0.24925224327018944
1.0,0.2492833104823632
1.0,0.2493143854400399
1.0,0.24934546814611644
1.0,0.24937655860349128
1.0,0.24940765681506422
1.0,0.24943876278373658
1.0,0.24946987651241112
1.0,0.249500998003992
1.0,0.2495321272613849
1.0,0.2495632642874969
1.0,0.2495944090852365
1.0,0.24962556165751373
1.0,0.24965672200724004
1.0,0.24968789013732834
1.0,0.24971906605069297
1.0,0.24975024975024976
1.0,0.24978144123891594
1.0,0.2498126405196103
1.0,0.24984384759525297
1.0,0.24987506246876562
1.0,0.24990628514307134
1.0,0.24993751562109473
1.0,0.2499687539057618
1.0,0.25
1.0,0.25003125390673836
1.0,0.25006251562890724
1.0,0.25009378516943853
1.0,0.25012506253126565
1.0,0.2501563477173233
1.0,0.2501876407305479
1.0,0.25021894157387714
1.0,0.2502502502502503
1.0,0.25028156676260793
1.0,0.2503128911138924
1.0,0.2503442233070472
1.0,0.25037556334501754
1.0,0.25040691123075
1.0,0.25043826696719257
1.0,0.25046963055729493
1.0,0.250501002004008
1.0,0.2505323813102844
1.0,0.2505637684790779
1.0,0.2505951635133442
1.0,0.2506265664160401
1.0,0.25065797719012406
1.0,0.25068939583855604
1.0,0.2507208223642974
1.0,0.25075225677031093
1.0,0.2507836990595611
1.0,0.2508151492350138
1.0,0.25084660729963626
1.0,0.2508780732563974
1.0,0.25090954710826746
1.0,0.25094102885821834
1.0,0.25097251850922325
1.0,0.25100401606425704
1.0,0.251035521526296
1.0,0.25106703489831783
1.0,0.25109855618330196
1.0,0.25113008538422904
1.0,0.25116162250408136
1.0,0.25119316754584275
1.0,0.25122472051249845
1.0,0.25125628140703515
1.0,0.25128785023244127
1.0,0.25131942699170645
1.0,0.25135101168782203
1.0,0.2513826043237808
1.0,0.251414204902577
1.0,0.25144581342720645
1.0,0.2514774299006664
1.0,0.2515090543259557
1.0,0.2515406867060747
1.0,0.25157232704402516
1.0,0.2516039753428104
1.0,0.25163563160543534
1.0,0.25166729583490627
1.0,0.2516989680342311
1.0,0.2517306482064191
1.0,0.25176233635448136
1.0,0.2517940324814302
1.0,0.2518257365902795
1.0,0.2518574486840448
1.0,0.2518891687657431
1.0,0.25192089683839275
1.0,0.25195263290501385
1.0,0.25198437696862797
1.0,0.25201612903225806
1.0,0.2520478890989288
1.0,0.25207965717166625
1.0,0.25211143325349805
1.0,0.2521432173474534
1.0,0.25217500945656285
1.0,0.25220680958385877
1.0,0.2522386177323748
1.0,0.2522704339051463
1.0,0.25230225810521006
1.0,0.25233409033560433
1.0,0.25236593059936907
1.0,0.2523977788995457
1.0,0.25242963523917705
1.0,0.25246149962130776
